,0,1,2,3,4
0,9.0,0.0,1.0,0.46887363785919206,0.5311263621408078
1,12.0,1.0,1.0,0.2510541551383657,0.7489458448616343
2,22.0,1.0,1.0,0.0,1.0
3,42.0,1.0,1.0,0.0,1.0
4,49.0,1.0,1.0,0.0,1.0
5,56.0,1.0,1.0,0.0,1.0
6,61.0,1.0,1.0,0.0,1.0
7,72.0,1.0,0.0,0.5622113462263536,0.4377886537736465
8,75.0,0.0,0.0,0.8850557033546163,0.11494429664538361
9,85.0,0.0,0.0,0.8448283928075604,0.15517160719243953
10,89.0,0.0,0.0,0.8132631754162561,0.18673682458374385
11,92.0,0.0,0.0,0.9757354497354496,0.02426455026455026
12,96.0,1.0,0.0,0.959135194307608,0.0408648056923919
13,98.0,0.0,0.0,0.989068783068783,0.010931216931216929
14,100.0,1.0,0.0,0.7876969696969697,0.2123030303030303
15,105.0,0.0,0.0,0.7476969696969696,0.2523030303030303
16,114.0,0.0,0.0,0.7605971225802464,0.23940287741975386
17,125.0,0.0,0.0,0.8235639229898568,0.17643607701014324
18,144.0,1.0,1.0,0.1607766827212121,0.839223317278788
19,155.0,0.0,0.0,0.767621719725285,0.2323782802747149
20,160.0,1.0,0.0,0.9021428571428572,0.09785714285714285
21,186.0,1.0,1.0,0.029919191919191918,0.9700808080808081
22,190.0,0.0,0.0,0.6187845281203771,0.38121547187962285
23,214.0,0.0,0.0,0.9127860838164241,0.08721391618357563
24,224.0,0.0,0.0,0.7405006852343058,0.2594993147656941
25,240.0,0.0,0.0,0.5165391571391571,0.48346084286084284
26,252.0,1.0,1.0,0.33164963756434346,0.6683503624356567
27,256.0,1.0,1.0,0.1384880922731789,0.8615119077268212
28,266.0,1.0,1.0,0.3642143048225814,0.6357856951774187
29,272.0,1.0,1.0,0.441031264996847,0.558968735003153
30,273.0,0.0,0.0,0.8533290358290357,0.14667096417096417
31,289.0,1.0,1.0,0.2699848386056863,0.7300151613943138
32,290.0,1.0,1.0,0.03448566032381572,0.9655143396761843
33,315.0,0.0,0.0,0.963768923728601,0.03623107627139885
34,336.0,0.0,0.0,0.9526234470196375,0.047376552980362356
35,350.0,0.0,0.0,0.9022874105071302,0.09771258949286947
