,0,1,2,3,4
0,1.0,1.0,1.0,0.1801872909298936,0.8198127090701064
1,11.0,0.0,0.0,0.7312179528920524,0.2687820471079476
2,13.0,0.0,0.0,0.8764988761377026,0.12350112386229739
3,23.0,1.0,1.0,0.033515456091777196,0.9664845439082228
4,28.0,1.0,1.0,0.05195581596501597,0.948044184034984
5,44.0,1.0,1.0,0.036134255211209165,0.9638657447887908
6,59.0,1.0,1.0,0.05709828465762712,0.9429017153423729
7,67.0,0.0,0.0,0.755685847331165,0.24431415266883505
8,79.0,1.0,1.0,0.2999342238351801,0.7000657761648199
9,112.0,1.0,1.0,0.0703048611920849,0.9296951388079151
10,113.0,0.0,1.0,0.1838144301796092,0.8161855698203908
11,131.0,1.0,1.0,0.37616065073430605,0.623839349265694
12,145.0,0.0,0.0,0.8080622553845842,0.1919377446154158
13,148.0,1.0,1.0,0.45961362076707246,0.5403863792329275
14,166.0,1.0,1.0,0.22831382668948663,0.7716861733105134
15,168.0,1.0,1.0,0.13719289536413726,0.8628071046358627
16,183.0,0.0,0.0,0.6211005089500929,0.37889949104990706
17,197.0,0.0,1.0,0.3187578473701933,0.6812421526298067
18,203.0,1.0,1.0,0.0922187272976771,0.9077812727023229
19,204.0,0.0,1.0,0.48687910964133607,0.5131208903586639
20,222.0,1.0,0.0,0.7229915671018148,0.2770084328981852
21,249.0,1.0,1.0,0.38730031149850674,0.6126996885014933
22,250.0,1.0,1.0,0.3325403290518807,0.6674596709481193
23,251.0,1.0,1.0,0.4030723347198375,0.5969276652801625
24,263.0,1.0,1.0,0.24656093415745772,0.7534390658425423
25,269.0,1.0,1.0,0.06775233007533643,0.9322476699246636
26,282.0,0.0,0.0,0.6418509343701544,0.3581490656298456
27,292.0,1.0,1.0,0.13302903032297309,0.8669709696770269
28,314.0,0.0,0.0,0.8198479455088545,0.18015205449114546
29,316.0,0.0,0.0,0.9533524377725371,0.04664756222746291
30,318.0,0.0,0.0,0.8666746935853098,0.1333253064146902
31,326.0,0.0,0.0,0.9413722971185052,0.05862770288149477
32,329.0,0.0,0.0,0.7947822141723009,0.20521778582769912
33,344.0,0.0,0.0,0.905468119044599,0.094531880955401
34,351.0,0.0,0.0,0.9301905189134914,0.06980948108650864
