,0,1,2,3,4
0,21.0,1.0,1.0,0.45793072020479786,0.5420692797952021
1,55.0,1.0,1.0,0.38960005242019957,0.6103999475798003
2,69.0,1.0,1.0,0.45793072020479786,0.5420692797952021
3,82.0,0.0,0.0,0.6173152560525914,0.3826847439474086
4,87.0,0.0,0.0,0.568726417288659,0.4312735827113409
5,101.0,0.0,0.0,0.6336273285247584,0.36637267147524155
6,102.0,0.0,0.0,0.537123286536097,0.462876713463903
7,115.0,0.0,1.0,0.46650141243489246,0.5334985875651075
8,132.0,1.0,1.0,0.46650141243489246,0.5334985875651075
9,143.0,1.0,1.0,0.4978872124718888,0.5021127875281112
10,153.0,1.0,1.0,0.4450235286462266,0.5549764713537734
11,157.0,0.0,0.0,0.5403337450188144,0.4596662549811857
12,162.0,0.0,1.0,0.4271571901973055,0.5728428098026944
13,164.0,1.0,1.0,0.4770292273358933,0.5229707726641067
14,177.0,1.0,1.0,0.49095438706411465,0.5090456129358853
15,210.0,0.0,0.0,0.5050257509118481,0.4949742490881519
16,231.0,0.0,0.0,0.5274258058847859,0.4725741941152142
17,232.0,0.0,0.0,0.6140753833379482,0.38592461666205186
18,235.0,1.0,1.0,0.46650141243489246,0.5334985875651075
19,236.0,0.0,0.0,0.5368844007496857,0.4631155992503143
20,238.0,0.0,0.0,0.5368844007496857,0.4631155992503143
21,241.0,1.0,0.0,0.568726417288659,0.4312735827113409
22,242.0,0.0,0.0,0.5841157694135949,0.4158842305864051
23,248.0,0.0,0.0,0.5098939301479808,0.49010606985201927
24,254.0,1.0,1.0,0.43116767746975093,0.5688323225302491
25,257.0,1.0,1.0,0.46650141243489246,0.5334985875651075
26,268.0,1.0,0.0,0.541237381968464,0.45876261803153595
27,300.0,0.0,0.0,0.565364811812705,0.43463518818729496
28,321.0,0.0,1.0,0.4616572809941365,0.5383427190058635
29,333.0,0.0,0.0,0.6434155793758084,0.3565844206241916
30,343.0,0.0,0.0,0.6754880451124088,0.3245119548875911
31,345.0,0.0,0.0,0.5959717224290211,0.404028277570979
32,348.0,0.0,0.0,0.5841157694135949,0.4158842305864051
33,353.0,0.0,0.0,0.6434155793758084,0.3565844206241916
34,354.0,0.0,0.0,0.6173152560525914,0.3826847439474086
