,feature,importance,importance_std,abs_importance
0,ATSC2are,0.09153846153846157,0.012733034890189867,0.09153846153846157
1,SdssC,0.08461538461538465,0.021345287577710186,0.08461538461538465
2,ATSC7d,0.04769230769230772,0.005217176910096381,0.04769230769230772
3,GATS5se,0.041538461538461566,0.005102499677469871,0.041538461538461566
4,BCUTv-1h,0.03384615384615386,0.008213137116947166,0.03384615384615386
5,ATSC2c,0.03384615384615384,0.0028781979898260986,0.03384615384615384
6,VSA_EState5,0.030769230769230792,0.006435846357954444,0.030769230769230792
7,BCUTd-1l,0.030000000000000027,0.007457969011409747,0.030000000000000027
8,AATSC4c,0.028461538461538472,0.0030769230769230656,0.028461538461538472
9,AATSC2p,0.02230769230769234,0.008565791327430773,0.02230769230769234
10,GATS2se,0.020769230769230807,0.0046153846153845985,0.020769230769230807
11,VSA_EState1,0.01846153846153851,0.004485347611419446,0.01846153846153851
12,GATS1c,0.017692307692307695,0.00960768922830524,0.017692307692307695
13,MATS3se,0.013076923076923097,0.005756395979652238,0.013076923076923097
14,AXp-5d,0.012307692307692375,0.0015384615384615328,0.012307692307692375
15,AATSC2se,0.012307692307692353,0.005102499677469864,0.012307692307692353
16,ATSC7v,0.010769230769230798,0.002878197989826146,0.010769230769230798
17,BCUTi-1l,0.009230769230769242,0.003922322702763715,0.009230769230769242
18,GATS4v,0.006923076923076943,0.0037684457581280075,0.006923076923076943
19,GATS1s,0.006923076923076921,0.002878197989826134,0.006923076923076921
20,PEOE_VSA6,0.006923076923076921,0.002878197989826134,0.006923076923076921
21,BCUTc-1l,0.006923076923076898,0.0015384615384615328,0.006923076923076898
22,MATS3c,0.006153846153846132,0.0018842228790639764,0.006153846153846132
23,TopoPSA,0.005384615384615388,0.003922322702763702,0.005384615384615388
24,GATS5c,0.005384615384615365,0.0018842228790639764,0.005384615384615365
25,MATS3are,0.005384615384615365,0.0018842228790639764,0.005384615384615365
26,ATSC3c,0.005384615384615365,0.003076923076923066,0.005384615384615365
27,AATSC2c,0.004615384615384599,0.0028781979898260986,0.004615384615384599
28,GATS2are,0.0038461538461538325,0.003440104580768895,0.0038461538461538325
29,SpMax_A,0.0023076923076922997,0.0018842228790639764,0.0023076923076922997
30,SssNH,0.0023076923076922997,0.0018842228790639764,0.0023076923076922997
31,PEOE_VSA13,0.0007692307692307665,0.002878197989826099,0.0007692307692307665
