,feature,importance,importance_std,abs_importance
0,$\Delta t$,0.08076923076923077,0.024806946917841712,0.08076923076923077
1,[Cl$^{-}]$,0.029230769230769237,0.007536891516255906,0.029230769230769237
2,indole,-0.012307692307692264,0.0015384615384615328,0.012307692307692264
3,AXp-5d,0.010000000000000031,0.006249260311258453,0.010000000000000031
4,SpMax_A,0.008461538461538475,0.002878197989826146,0.008461538461538475
5,nARing_1,-0.007692307692307665,0.0042132504423474165,0.007692307692307665
6,nARing_0,-0.006153846153846132,0.003076923076923066,0.006153846153846132
7,nAHRing_0,-0.006153846153846132,0.003076923076923066,0.006153846153846132
8,nAHRing_1,-0.006153846153846132,0.003076923076923066,0.006153846153846132
9,BCUTc-1h,0.005384615384615388,0.003922322702763702,0.005384615384615388
10,nFRing_1,-0.005384615384615365,0.003076923076923066,0.005384615384615365
11,nFHRing_1,-0.005384615384615365,0.003076923076923066,0.005384615384615365
12,AATSC5c,0.005384615384615365,0.0018842228790639764,0.005384615384615365
13,AATSC2se,0.005384615384615365,0.003076923076923066,0.005384615384615365
14,ATSC2are,0.005384615384615365,0.003076923076923066,0.005384615384615365
15,ATSC2pe,0.005384615384615365,0.003076923076923066,0.005384615384615365
16,ATSC2se,0.005384615384615365,0.003076923076923066,0.005384615384615365
17,ATSC5c,0.005384615384615365,0.0018842228790639764,0.005384615384615365
18,ATSC7v,0.004615384615384599,0.0028781979898260986,0.004615384615384599
19,GATS5c,-0.004615384615384599,0.0028781979898260986,0.004615384615384599
20,ATSC0c,0.004615384615384599,0.0028781979898260986,0.004615384615384599
21,nFHRing_0,-0.004615384615384599,0.0028781979898260986,0.004615384615384599
22,GATS5se,0.004615384615384599,0.0028781979898260986,0.004615384615384599
23,ATSC4c,0.004615384615384599,0.003768445758127953,0.004615384615384599
24,nFRing_0,-0.004615384615384599,0.0028781979898260986,0.004615384615384599
25,urea,-0.004615384615384599,0.0015384615384615328,0.004615384615384599
26,nBondsD_4,-0.0038461538461538325,0.0,0.0038461538461538325
27,GATS1s,-0.0038461538461538325,0.003440104580768895,0.0038461538461538325
28,NdO_4,-0.0038461538461538325,0.0,0.0038461538461538325
29,ATSC3c,-0.0038461538461538325,0.0,0.0038461538461538325
30,nS_0,-0.0038461538461538325,0.002432521277052591,0.0038461538461538325
31,AATSC2p,0.0038461538461538325,0.002432521277052591,0.0038461538461538325
32,AATSC6d,0.0038461538461538325,0.002432521277052591,0.0038461538461538325
33,AATSC0c,0.003076923076923088,0.0061538461538461625,0.003076923076923088
34,GATS1c,0.003076923076923088,0.005102499677469864,0.003076923076923088
35,BCUTc-1l,0.003076923076923066,0.001538461538461533,0.003076923076923066
36,nS_2,0.003076923076923066,0.001538461538461533,0.003076923076923066
37,NssNH_2,0.003076923076923066,0.001538461538461533,0.003076923076923066
38,NdssC_1,0.003076923076923066,0.001538461538461533,0.003076923076923066
39,MATS6s,-0.003076923076923066,0.00565266863719193,0.003076923076923066
40,MATS3are,-0.003076923076923066,0.004485347611419446,0.003076923076923066
41,MATS2pe,-0.003076923076923066,0.003768445758127953,0.003076923076923066
42,MATS6d,0.003076923076923066,0.001538461538461533,0.003076923076923066
43,MATS2c,-0.003076923076923066,0.002878197989826099,0.003076923076923066
44,MATS1c,-0.003076923076923066,0.003768445758127953,0.003076923076923066
45,squaramide,-0.003076923076923066,0.001538461538461533,0.003076923076923066
46,NdO_2,-0.0023076923076922997,0.0018842228790639764,0.0023076923076922997
47,nBondsD_3,-0.0023076923076922997,0.0018842228790639764,0.0023076923076922997
48,SssNH,-0.0023076923076922997,0.0018842228790639764,0.0023076923076922997
49,thiourea,-0.0023076923076922997,0.0018842228790639764,0.0023076923076922997
50,EState_VSA3,-0.0023076923076922997,0.007133552688842824,0.0023076923076922997
51,PEOE_VSA10,0.0023076923076922997,0.0018842228790639764,0.0023076923076922997
52,PEOE_VSA6,0.0023076923076922997,0.0039223227027636665,0.0023076923076922997
53,nS_1,-0.0023076923076922997,0.0039223227027636665,0.0023076923076922997
54,GATS2c,0.0023076923076922997,0.0018842228790639764,0.0023076923076922997
55,SdssC,0.0023076923076922997,0.003076923076923066,0.0023076923076922997
56,MATS2are,-0.0023076923076922997,0.0039223227027636665,0.0023076923076922997
57,GATS2are,-0.0023076923076922997,0.0018842228790639764,0.0023076923076922997
58,NdO_0,0.001538461538461533,0.0018842228790639766,0.001538461538461533
59,nBase_0,0.001538461538461533,0.0018842228790639766,0.001538461538461533
60,NdssC_3,-0.001538461538461533,0.0018842228790639766,0.001538461538461533
61,NdssC_2,0.001538461538461533,0.0018842228790639764,0.001538461538461533
62,NdssC_0,-0.001538461538461533,0.0018842228790639764,0.001538461538461533
63,MATS4c,-0.001538461538461533,0.005217176910096342,0.001538461538461533
64,AATSC3c,-0.001538461538461533,0.003076923076923066,0.001538461538461533
65,AATSC2c,0.001538461538461533,0.0018842228790639764,0.001538461538461533
66,BCUTv-1h,0.001538461538461533,0.0018842228790639766,0.001538461538461533
67,BCUTp-1h,0.001538461538461533,0.0018842228790639766,0.001538461538461533
68,nBase_1,0.001538461538461533,0.0018842228790639766,0.001538461538461533
69,MATS3c,-0.001538461538461533,0.003076923076923066,0.001538461538461533
70,BCUTi-1l,-0.001538461538461533,0.0039223227027636665,0.001538461538461533
71,PEOE_VSA13,0.001538461538461533,0.0018842228790639764,0.001538461538461533
72,VSA_EState1,-0.001538461538461533,0.0018842228790639766,0.001538461538461533
73,PEOE_VSA11,-0.001538461538461533,0.0018842228790639766,0.001538461538461533
74,MATS7v,0.0007692307692307887,0.006617173282340494,0.0007692307692307887
75,NdO_1,0.0007692307692307665,0.001538461538461533,0.0007692307692307665
76,NssNH_6,0.0007692307692307665,0.001538461538461533,0.0007692307692307665
77,NssNH_4,-0.0007692307692307665,0.002878197989826099,0.0007692307692307665
78,MATS3se,-0.0007692307692307665,0.002878197989826099,0.0007692307692307665
79,GATS4v,-0.0007692307692307665,0.001538461538461533,0.0007692307692307665
80,MATS2se,0.0007692307692307665,0.00565266863719193,0.0007692307692307665
81,TopoPSA,0.0007692307692307665,0.001538461538461533,0.0007692307692307665
82,GATS2s,0.0007692307692307665,0.001538461538461533,0.0007692307692307665
83,ATSC2c,0.0007692307692307665,0.001538461538461533,0.0007692307692307665
84,GATS3c,-0.0007692307692307665,0.003768445758127953,0.0007692307692307665
85,GATS2pe,-0.0007692307692307665,0.0037684457581279533,0.0007692307692307665
86,VSA_EState3,0.0007692307692307665,0.001538461538461533,0.0007692307692307665
87,NssO_1,-0.0007692307692307665,0.002878197989826099,0.0007692307692307665
88,ATSC7d,0.0007692307692307665,0.001538461538461533,0.0007692307692307665
89,ATSC6d,0.0007692307692307665,0.001538461538461533,0.0007692307692307665
90,AATSC7v,2.2204460492503132e-17,0.007297563831157808,2.2204460492503132e-17
91,nARing_2,0.0,0.0,0.0
92,n5HRing_3,0.0,0.0,0.0
93,bisbzimpy,0.0,0.0,0.0
94,n5HRing_2,0.0,0.0,0.0
95,n5HRing_1,0.0,0.0,0.0
96,n5HRing_0,0.0,0.0,0.0
97,perenosin,0.0,0.0,0.0
98,n5AHRing_0,0.0,0.0,0.0
99,n5ARing_0,0.0,0.0,0.0
100,n5ARing_1,0.0,0.0,0.0
101,n5AHRing_1,0.0,0.0,0.0
102,acridinone,0.0,0.0,0.0
103,nFRing_2,0.0,0.0,0.0
104,n5Ring_2,0.0,0.0,0.0
105,nFHRing_2,0.0,0.0,0.0
106,AATSC4c,0.0,0.003440104580768895,0.0
107,carbazole,0.0,0.0,0.0
108,tambjamine,0.0,0.0,0.0
109,n5Ring_3,0.0,0.0,0.0
110,SaaNH,0.0,0.0,0.0
111,n5Ring_1,0.0,0.0,0.0
112,NdsCH_1,0.0,0.0,0.0
