,SpMax_A,ATSC0c,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC6d,ATSC7d,ATSC7v,ATSC2se,ATSC2pe,ATSC2are,AATSC0c,AATSC2c,AATSC3c,AATSC4c,AATSC5c,AATSC6d,AATSC7v,AATSC2se,AATSC2p,MATS1c,MATS2c,MATS3c,MATS4c,MATS6d,MATS6s,MATS7v,MATS2se,MATS3se,MATS2pe,MATS2are,MATS3are,GATS1c,GATS2c,GATS3c,GATS5c,GATS1s,GATS2s,GATS4v,GATS2se,GATS5se,GATS2pe,GATS2are,BCUTc-1h,BCUTc-1l,BCUTd-1l,BCUTv-1h,BCUTp-1h,BCUTi-1l,AXp-5d,SdsCH,SdssC,SssNH,SaaNH,SdO,SssO,PEOE_VSA6,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,EState_VSA3,VSA_EState1,VSA_EState3,VSA_EState5,VSA_EState9,TopoPSA,SRW05,nBase_0,nBase_1,nS_0,nS_1,nS_2,nS_3,nBondsD_0,nBondsD_1,nBondsD_2,nBondsD_3,nBondsD_4,nBondsD_5,nBondsD_6,NdsCH_0,NdsCH_1,NdsCH_2,NdssC_0,NdssC_1,NdssC_2,NdssC_3,NdssC_4,NssNH_0,NssNH_1,NssNH_2,NssNH_3,NssNH_4,NssNH_6,NaaNH_0,NaaNH_1,NaaNH_2,NdO_0,NdO_1,NdO_2,NdO_3,NdO_4,NdO_5,NdO_6,NssO_0,NssO_1,NssO_2,n5Ring_0,n5Ring_1,n5Ring_2,n5Ring_3,n5HRing_0,n5HRing_1,n5HRing_2,n5HRing_3,nARing_0,nARing_1,nARing_2,n5ARing_0,n5ARing_1,nAHRing_0,nAHRing_1,n5AHRing_0,n5AHRing_1,nFRing_0,nFRing_1,nFRing_2,nFHRing_0,nFHRing_1,nFHRing_2,cl_conc_(mm),time_between_transporter_added_and_lysis_(s),thiourea,urea,squaramide,indole,tambjamine,carbazole,acridinone,perenosin,bisbzimpy,isophthalamides_dipicolineamides,classes
0,0.6441920200969848,0.050622458438250015,0.5204974642803462,0.31055886820712336,0.7862097535983595,0.39418708817298304,0.22695075186284183,0.7677668188684459,0.3967138540830843,0.14786161876021076,0.1181803648187471,0.13749286221873291,0.2686728415349842,0.4389268256163593,0.5313291271806926,0.7370505185911155,0.36457233977409625,0.20893731441540547,0.0,0.16200857891100925,0.3917711062546326,0.4477199298387671,0.5028314448804945,0.546528674885752,0.5330346530604847,0.302579331359863,0.7179751600710658,0.0,0.45541852621668455,0.45228032343385144,0.34625711840361484,0.3355639649200693,0.4917201250045333,0.6032107646460874,0.5323627004720817,0.3648374544839328,0.6147540393654352,0.598640908868702,0.5442293522252055,0.47835798686877784,0.4523736393142037,0.5507642909989107,0.5472638876483124,0.5670189036008265,0.17595236587792473,0.795052407044645,0.07970966138332991,0.3121090426681232,0.30616084362703144,0.013401188525705265,0.34113558053931614,0.0,0.6531512582788689,0.3252351791390494,0.44811911367453544,0.0,0.0,0.21712901008813054,0.0,0.06004462136701109,0.0,0.0,0.15304733020795297,0.0,0.20736200883834927,0.9745247229599593,0.8502309728355285,0.1828052687789249,0.6982831123151736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,489.0,270.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0.0,0.0315695353291839,0.6003962987535655,0.23005126116629593,0.8787412900487126,0.3472250286054117,0.22724691221007848,0.7658201104916627,0.6346714722832864,0.17212397316214637,0.1391939383232587,0.16354325299637187,0.24154288836661386,0.5908431437991284,0.3950540662070914,0.8531534978330969,0.24993683807865053,0.19275322862592642,0.5108893355742601,0.20159764440350975,0.35801725005150287,0.025487692938049644,0.7868240977983559,0.2781972042854337,0.7610194641723477,0.15070287806516464,0.6488660108972213,0.4486648605598801,0.5724550117083222,0.3297265979969438,0.4585857638019193,0.5114042286006043,0.3645873459976322,0.8740477024995832,0.27329673936809096,0.6156685432592943,0.9377875213901132,0.11173904450876726,0.2112507485426292,0.44065409405321054,0.21741224461806194,0.7415921026382212,0.36136587279678434,0.30287683471571025,0.29242955000180726,0.8287308556251551,0.07965636166702739,0.0,0.0,1.0,0.9999999999999998,0.0,0.5646285384916669,0.2834693507890976,0.0,0.14803722716539425,0.0,0.227256807716748,0.0,0.0,0.0,0.0,0.08211165568120199,0.0,0.14026570735669897,0.9735159943099291,0.8502309728355285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0.0,0.0011173909511148494,0.5294504515515679,0.2521687435026584,0.8930207560279315,0.3515745445256373,0.22724691221007848,0.7658201104916627,0.4811119256453297,0.14691094834922294,0.11103303139681671,0.13317036879975408,0.15865151582241982,0.4602330136782101,0.43258695269017694,0.8724520073813022,0.2611451627752074,0.19275322862592642,0.13946455323401108,0.16166576963049326,0.31834730931858346,0.34480785316941653,0.6089531739583484,0.30712134365401783,0.8175093430207755,0.15070287806516464,0.7520894811946096,0.09975125496997639,0.49633209661230765,0.31611107275705963,0.2980720042900449,0.30477478730752744,0.34290037592784833,0.7767411209069996,0.5695854034962065,0.5880016245729678,1.0,0.8966520300046276,0.694329431231727,0.5104180554672105,0.5140897298813784,0.8067163238158424,0.7124638005710628,0.7192359538466394,0.0,0.9999999999999998,0.07965636166702739,0.3121089186643058,0.3061584513778576,0.013403274393423814,0.9999999999999998,0.0,0.668278376270216,0.3207648136636532,0.0,0.0,0.0,0.227256807716748,0.0,0.06004462136701109,0.0,0.0,0.0,0.0,0.17865329599763072,0.9759645214811401,0.8502309728355285,0.08911831019342592,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,0.26000915669980706,0.032375771391721805,0.613009203287579,0.19437807923082637,0.925131548381182,0.35211217558363667,0.23690722284343024,0.7723292879349739,0.6292540742971963,0.17352680870514497,0.14279434199109162,0.16607200634993496,0.2684576863490133,0.643162038306415,0.31454115159226803,0.9216859397160015,0.2560213937884095,0.20923037739277311,0.4724849282343217,0.2107910639779228,0.3932621050697568,0.06703765853071642,0.8465949467657591,0.14446716915694374,0.8933390744249785,0.2627280403683431,0.5175854966862817,0.4330523850245438,0.6096442333268022,0.2563265949543595,0.504822588349715,0.5563935927668471,0.272805221940687,0.773371989113443,0.1669052603228559,0.7477430178442166,0.92963042056514,0.09710129255267841,0.22168165731332218,0.41080239061553836,0.16869931858524348,0.8396969531059257,0.27994050249747227,0.23019607905233072,0.31086705481262666,0.8350267716543336,0.0797107992913384,0.009094898869252077,0.030858503585943553,0.8614285132943227,0.694940515094667,0.0,0.5517011003909533,0.2808470135557304,0.0,0.1519741004040541,0.0,0.26782853678999224,0.0,0.0,0.0,0.0,0.08211165568120199,0.0,0.1389681279678086,0.972563112622601,0.8502309728355285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,0.26000915669980706,0.0011172934231842568,0.5438489904271696,0.2275933187258219,0.9207805588693644,0.35335178417655994,0.23690722284343024,0.7723292879349739,0.4835514245920405,0.149075391146593,0.11619610991327595,0.13700085202089052,0.17821471576697884,0.5024368307232276,0.37691901476538325,0.915341400303942,0.259552006257766,0.20923037739277311,0.08802589727924881,0.1679890223315798,0.3070088274051258,0.3472561724063097,0.6828919722978836,0.18933142281287507,0.9187324011351699,0.2627280403683431,0.5561550575905058,0.09383711876613776,0.5563938126255299,0.22907240339934756,0.36317425010137816,0.3670924027274945,0.26021409262306383,0.6862771185648937,0.41355566808881805,0.764898602409489,0.9448481091964258,0.6486893583617234,0.5582763263594659,0.39756532480185347,0.4124311350706491,0.7959203811647504,0.5793383636707641,0.5923696758263897,0.04175087190914084,0.9575789955368454,0.0797107992913384,0.3121089764357081,0.30615961022774707,0.013402527482600846,0.694940515094667,0.0,0.6553509381695025,0.318142476430286,0.0,0.0,0.0,0.26782853678999224,0.0,0.06004462136701109,0.0,0.0,0.15304733020795297,0.0,0.1747663248504659,0.975011639793812,0.8502309728355285,0.08911831019342592,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,0.6441920200969848,0.08189405437090376,0.5916768237228434,0.2787936704010036,0.7432403836483372,0.4202849696917462,0.22695075186284183,0.7677668188684459,0.5950217549377309,0.17143838023968033,0.14342212034171034,0.16527834246189613,0.3491935925412185,0.5640104832564838,0.47930467911466945,0.6835454858018457,0.422611714273583,0.20893731441540547,0.4427636586323293,0.19765168252092444,0.4825185446905494,0.23504657287135267,0.6534873615610475,0.4624435366020628,0.4771123976236143,0.302579331359863,0.6630152600362813,0.40182828228710954,0.536578073207306,0.3656248441569112,0.46143085276183343,0.49447144945093957,0.402739111675325,0.6708261047028661,0.3247455023519774,0.4067500558814019,0.612144864481559,0.10281474364566734,0.22729924122782846,0.49460955412981955,0.226620151604944,0.585368795539283,0.3071055999071691,0.2760726041657008,0.31651114959699567,0.7934951114380173,0.07970966138332991,0.011044101633997494,0.03939123998280092,0.8346268541421669,0.34113558053931614,0.0,0.5495014205003197,0.2879397162644938,0.4352249776032051,0.1566739482550166,0.0,0.21712901008813054,0.0,0.0,0.0,0.0,0.17292093523511035,0.0,0.16969760444349236,0.9720761957887483,0.8502309728355285,0.09368695858549897,0.6982831123151736,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,489.0,270.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0.6935587049011636,0.7155827530069724,0.7717711456952971,0.40463467586609325,0.32219557957422773,0.5627733451891843,0.33982106725465483,0.7474918179008876,0.19767168442971583,0.9028183713927302,0.8889751123748731,0.8777994323193468,0.7377352925883501,0.5672990525631805,0.5928579653283816,0.5855634465918979,0.4627430543334555,0.3743020298994618,0.45556142756228796,0.6307931224599432,0.5998954132575207,0.35246765285005566,0.5178348370509153,0.5920745420301003,0.4976073735697932,0.5352537517108635,0.9999999999999999,0.3501187140022962,0.6730558528856292,0.3898302892162535,0.6495682047487379,0.6455209674344242,0.45410783705011665,0.8288281903657915,0.33693544875278936,0.22048026934349574,0.39459073839621117,0.1308409150876274,0.13230417481475948,0.7747275545393694,0.15884172094956714,0.10594549656047644,0.1275486263926961,0.1435748440200104,0.6571498814963201,0.7021601832756661,0.07889213891147917,0.312301174399217,0.3069963583761851,0.01263677574062605,0.24130183149478346,0.0,0.40224302877925755,0.7165202092271707,0.0,0.0,0.0,0.0,0.0,0.18013386410103327,0.0,0.0,0.5050294209564926,0.9863735819236588,0.3211927343890974,0.9563532436771217,0.8502309728355285,0.7746529013883946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7,0.520139551777703,0.4835547170451979,0.6940618904152042,0.28963635377913827,0.7864627405530328,0.24608296418107437,0.27126559855023524,0.7241856456238888,0.4660538794938971,0.5886585603231771,0.5615007337026714,0.5627953415654353,0.5606650460164592,0.531945847949099,0.5099785620763173,0.7956240642264247,0.21442461901617288,0.3302070995484978,0.5966156386922639,0.4679771983012919,0.4326445827887307,0.36124919634852604,0.5276169148033643,0.5157746702691922,0.6836991059153121,0.49443785731172885,0.7328806722731784,0.551262536275307,0.671482986209467,0.36708803641449783,0.6268452203946546,0.6289956885691312,0.43027177229976166,0.7747631256352856,0.4466750979152724,0.37551033008824697,0.25266062764805797,0.08467994959597869,0.12369437641618963,0.8697497204941692,0.16854510163575284,0.21536281593691095,0.16162982188022335,0.17135888970948734,0.6023763587459738,0.7021758842375321,0.07889213876504231,0.31230068808471456,0.30698676157836924,0.012636775746553752,0.40874703578868266,0.0,0.6360654124749446,0.8751628689578145,0.0,0.0,0.0,0.0,0.0,0.18013386410103327,0.0,0.0,0.78159517599244,0.4763718452278103,0.44652705331588866,0.9563532436771217,0.8502309728355285,0.7746529013883946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8,0.349750381228465,0.295139936230615,0.6953909545412753,0.18446916669617913,0.6164425817304964,0.5435137863278738,0.21795179963604058,0.801610075426957,0.36787167280693917,0.1362267964861441,0.09538640236230822,0.11186647078897921,0.3974205456934875,0.5623785066225373,0.41722909050459744,0.6713297014450575,0.4890797296961089,0.2793445321814113,0.5063088827408668,0.1413455392119673,0.1922981173080463,0.416009729285044,0.6238013217434334,0.3794565338581743,0.481116778418787,0.41333623213609505,0.5268189251916827,0.47614043446572246,0.2514143916660314,0.158803079463505,0.20330799322079476,0.19578929615762572,0.19888229085778533,0.5713437704072359,0.5468617668157323,0.6452285305446155,0.28651340027310623,0.038402769612276566,0.3204546027642773,0.8164339269620086,0.40154043158205777,0.011972087823003158,0.44510758608706047,0.4525667907223867,0.2004280362873081,0.7021921166279035,0.07889213876261336,0.3123002860019559,0.30697928175979394,0.012636775746839746,0.5773376725250368,0.0,0.7284388353766014,0.9335742963861179,0.0,0.0,0.0,0.0,0.5114142560476567,0.18013386410103327,0.0,0.0,0.9944021995726928,0.16251859240532424,0.49393265458412633,0.9311566443323432,0.8502309728355285,0.7746529013883946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9,0.29810072785046593,0.2540090433772963,0.6597406438194146,0.18907546036240658,0.7770450930492192,0.41681549990336864,0.22182089024498386,0.8023195681239121,0.26456944556382445,0.15610942306113773,0.10291143833436703,0.12488188600317249,0.3414409713119353,0.5279218999206344,0.42123398404721385,0.7791980533246363,0.36441972892793484,0.2830232485413961,0.43227509587911783,0.15787763102690014,0.20222925122225494,0.42703583388812505,0.6064480735451211,0.36927034367741096,0.6328776197890239,0.4054788610174842,0.4855365086013114,0.4183675029099867,0.39483556336401043,0.2346253102474592,0.2156737241150327,0.21304555068763625,0.2761353235494649,0.633017765472973,0.6316051785088022,0.6984438464463443,0.46784478700634313,0.5066005981717084,0.7388092440055241,0.750138818035437,0.6241620577294547,0.48866925261942573,0.7670577136775064,0.8042969822997826,0.1072606084558203,0.7021957392342535,0.07889213875846246,0.3123002034152167,0.3069773171662513,0.012636775746898365,0.6431534722151786,0.0,0.7929499303292207,0.9805139512008547,0.0,0.0,0.0,0.4562957403167554,0.0,0.18013386410103327,0.0,0.0,0.485234862241978,0.0,0.5300809373552109,0.9563532436771217,0.8502309728355285,0.7746529013883946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
