,0,1,2,3,4
0,21.0,1.0,0.0,0.6655617548992194,0.3344382451007806
1,55.0,1.0,1.0,0.03332699844411302,0.966673001555887
2,69.0,1.0,0.0,0.6655617548992194,0.3344382451007806
3,82.0,0.0,0.0,0.9556771921776471,0.044322807822352844
4,87.0,0.0,0.0,0.9057480794206633,0.0942519205793367
5,101.0,0.0,0.0,0.9636502773384167,0.036349722661583324
6,102.0,0.0,0.0,0.8309749590297661,0.16902504097023385
7,115.0,0.0,1.0,0.30286783927633476,0.6971321607236652
8,132.0,1.0,1.0,0.1311439081164092,0.8688560918835908
9,143.0,1.0,1.0,0.14469326874986554,0.8553067312501345
10,153.0,1.0,1.0,0.10900723164959092,0.8909927683504091
11,157.0,0.0,0.0,0.9131589852013476,0.08684101479865232
12,162.0,0.0,1.0,0.4235437897045219,0.5764562102954781
13,164.0,1.0,1.0,0.48974125685951875,0.5102587431404813
14,177.0,1.0,1.0,0.4269851054659487,0.5730148945340513
15,210.0,0.0,0.0,0.6511259329241479,0.34887406707585206
16,231.0,0.0,1.0,0.38792089652872686,0.6120791034712731
17,232.0,0.0,0.0,0.8489027140520173,0.15109728594798263
18,235.0,1.0,1.0,0.2850872230719943,0.7149127769280057
19,236.0,0.0,0.0,0.6430709766244879,0.35692902337551213
20,238.0,0.0,0.0,0.7756090200174648,0.22439097998253515
21,241.0,1.0,0.0,0.6900230617179093,0.3099769382820907
22,242.0,0.0,0.0,0.9026301887497631,0.09736981125023696
23,248.0,0.0,0.0,0.5991788001608106,0.4008211998391894
24,254.0,1.0,1.0,0.10426066207557239,0.8957393379244276
25,257.0,1.0,1.0,0.1463346670181619,0.8536653329818381
26,268.0,1.0,1.0,0.0014066343347082233,0.9985933656652918
27,300.0,0.0,0.0,0.9070643069357653,0.09293569306423465
28,321.0,0.0,0.0,0.5318861317822208,0.4681138682177792
29,333.0,0.0,0.0,0.9319169832162721,0.06808301678372791
30,343.0,0.0,0.0,0.9348585226178188,0.06514147738218129
31,345.0,0.0,0.0,0.744298725644986,0.25570127435501405
32,348.0,0.0,0.0,0.9331982986727785,0.06680170132722152
33,353.0,0.0,0.0,0.9847893056951644,0.01521069430483562
34,354.0,0.0,0.0,0.978606294894184,0.021393705105816008
