,0,1,2,3,4
0,9.0,0.0,0.0,0.625,0.375
1,12.0,1.0,1.0,0.375,0.625
2,22.0,1.0,1.0,0.0,1.0
3,42.0,1.0,1.0,0.0,1.0
4,49.0,1.0,1.0,0.0,1.0
5,56.0,1.0,1.0,0.0,1.0
6,61.0,1.0,1.0,0.0,1.0
7,72.0,1.0,1.0,0.125,0.875
8,75.0,0.0,0.0,1.0,0.0
9,85.0,0.0,0.0,1.0,0.0
10,89.0,0.0,0.0,1.0,0.0
11,92.0,0.0,0.0,0.875,0.125
12,96.0,1.0,0.0,1.0,0.0
13,98.0,0.0,0.0,0.875,0.125
14,100.0,1.0,0.0,0.75,0.25
15,105.0,0.0,0.0,0.875,0.125
16,114.0,0.0,0.0,0.875,0.125
17,125.0,0.0,1.0,0.125,0.875
18,144.0,1.0,1.0,0.375,0.625
19,155.0,0.0,0.0,0.5,0.5
20,160.0,1.0,0.0,0.625,0.375
21,186.0,1.0,1.0,0.0,1.0
22,190.0,0.0,1.0,0.125,0.875
23,214.0,0.0,0.0,0.75,0.25
24,224.0,0.0,0.0,0.75,0.25
25,240.0,0.0,0.0,0.75,0.25
26,252.0,1.0,0.0,0.5,0.5
27,256.0,1.0,1.0,0.125,0.875
28,266.0,1.0,1.0,0.375,0.625
29,272.0,1.0,0.0,0.5,0.5
30,273.0,0.0,0.0,0.5,0.5
31,289.0,1.0,0.0,0.75,0.25
32,290.0,1.0,1.0,0.0,1.0
33,315.0,0.0,0.0,0.75,0.25
34,336.0,0.0,0.0,0.875,0.125
35,350.0,0.0,0.0,0.875,0.125
