,0,1,2,3,4
0,4.0,1.0,1.0,0.2222222222222222,0.7777777777777778
1,7.0,0.0,1.0,0.4444444444444444,0.5555555555555556
2,14.0,0.0,0.0,0.7777777777777778,0.2222222222222222
3,17.0,0.0,1.0,0.3333333333333333,0.6666666666666666
4,33.0,1.0,1.0,0.0,1.0
5,47.0,1.0,1.0,0.0,1.0
6,60.0,1.0,1.0,0.0,1.0
7,66.0,1.0,1.0,0.2222222222222222,0.7777777777777778
8,86.0,0.0,0.0,1.0,0.0
9,94.0,0.0,0.0,0.8888888888888888,0.1111111111111111
10,103.0,0.0,0.0,0.7777777777777778,0.2222222222222222
11,107.0,1.0,1.0,0.2222222222222222,0.7777777777777778
12,109.0,1.0,0.0,0.5555555555555556,0.4444444444444444
13,120.0,1.0,1.0,0.3333333333333333,0.6666666666666666
14,146.0,1.0,0.0,0.7777777777777778,0.2222222222222222
15,161.0,0.0,1.0,0.4444444444444444,0.5555555555555556
16,173.0,0.0,0.0,1.0,0.0
17,200.0,1.0,1.0,0.0,1.0
18,208.0,1.0,1.0,0.3333333333333333,0.6666666666666666
19,223.0,0.0,1.0,0.4444444444444444,0.5555555555555556
20,227.0,1.0,0.0,0.7777777777777778,0.2222222222222222
21,237.0,1.0,0.0,1.0,0.0
22,253.0,1.0,0.0,0.8888888888888888,0.1111111111111111
23,255.0,1.0,1.0,0.2222222222222222,0.7777777777777778
24,259.0,0.0,0.0,0.5555555555555556,0.4444444444444444
25,260.0,1.0,0.0,0.5555555555555556,0.4444444444444444
26,264.0,1.0,1.0,0.3333333333333333,0.6666666666666666
27,275.0,0.0,1.0,0.4444444444444444,0.5555555555555556
28,295.0,1.0,0.0,0.5555555555555556,0.4444444444444444
29,298.0,1.0,1.0,0.3333333333333333,0.6666666666666666
30,307.0,0.0,0.0,1.0,0.0
31,310.0,0.0,0.0,1.0,0.0
32,311.0,0.0,0.0,0.6666666666666666,0.3333333333333333
33,330.0,0.0,0.0,0.6666666666666666,0.3333333333333333
34,339.0,0.0,0.0,1.0,0.0
